sequence_id,species,label,negative_type,cv_group,split,fold
Sce_HN_01027,Sce,0,near_tss,CVG021641,all,3
Sce_HN_01028,Sce,0,near_tss,CVG021114,all,2
Sce_HN_01029,Sce,0,near_tss,CVG021843,all,4
Sce_HN_01030,Sce,0,near_tss,CVG021844,all,3
Sce_HN_01031,Sce,0,near_tss,CVG021843,all,4
Sce_HN_01032,Sce,0,near_tss,CVG021845,all,0
Sce_HN_01033,Sce,0,near_tss,CVG021846,all,0
Sce_HN_01034,Sce,0,near_tss,CVG021847,all,1
Sce_HN_01035,Sce,0,near_tss,CVG021844,all,3
Sce_HN_01036,Sce,0,near_tss,CVG021848,all,1
Sce_HN_01037,Sce,0,near_tss,CVG021849,all,3
Sce_HN_01038,Sce,0,near_tss,CVG021850,all,0
Sce_HN_01039,Sce,0,near_tss,CVG021851,all,2
Sce_HN_01040,Sce,0,near_tss,CVG021852,all,0
Sce_HN_01041,Sce,0,near_tss,CVG021853,all,3
Sce_HN_01042,Sce,0,near_tss,CVG021854,all,4
Sce_HN_01043,Sce,0,near_tss,CVG021855,all,0
Sce_HN_01044,Sce,0,near_tss,CVG021851,all,2
Sce_HN_01045,Sce,0,near_tss,CVG021183,all,4
Sce_HN_01046,Sce,0,near_tss,CVG021856,all,3
Sce_HN_01047,Sce,0,near_tss,CVG021857,all,4
Sce_HN_01048,Sce,0,near_tss,CVG021316,all,0
Sce_HN_01049,Sce,0,near_tss,CVG021582,all,2
Sce_HN_01050,Sce,0,near_tss,CVG021245,all,0
Sce_HN_01051,Sce,0,near_tss,CVG021858,all,1
Sce_HN_01052,Sce,0,near_tss,CVG021859,all,4
Sce_HN_01053,Sce,0,near_tss,CVG021860,all,2
Sce_HN_01054,Sce,0,near_tss,CVG021861,all,0
Sce_HN_01055,Sce,0,near_tss,CVG021862,all,2
Sce_HN_01056,Sce,0,near_tss,CVG021863,all,0
Sce_HN_01057,Sce,0,near_tss,CVG021864,all,1
Sce_HN_01058,Sce,0,near_tss,CVG021865,all,4
Sce_HN_01059,Sce,0,near_tss,CVG020951,all,1
Sce_HN_01060,Sce,0,near_tss,CVG021866,all,2
Sce_HN_01061,Sce,0,near_tss,CVG021867,all,3
Sce_HN_01062,Sce,0,near_tss,CVG021868,all,1
Sce_HN_01063,Sce,0,near_tss,CVG020732,all,4
Sce_HN_01064,Sce,0,near_tss,CVG021869,all,4
Sce_HN_01065,Sce,0,near_tss,CVG021190,all,1
Sce_HN_01066,Sce,0,near_tss,CVG021870,all,2
Sce_HN_01067,Sce,0,near_tss,CVG021871,all,3
Sce_HN_01068,Sce,0,near_tss,CVG021872,all,4
Sce_HN_01069,Sce,0,near_tss,CVG021262,all,4
Sce_HN_01070,Sce,0,near_tss,CVG021873,all,0
Sce_HN_01071,Sce,0,near_tss,CVG021874,all,1
Sce_HN_01072,Sce,0,near_tss,CVG020840,all,4
Sce_HN_01073,Sce,0,near_tss,CVG021875,all,0
Sce_HN_01074,Sce,0,near_tss,CVG021876,all,2
Sce_HN_01075,Sce,0,near_tss,CVG021877,all,3
Sce_HN_01076,Sce,0,near_tss,CVG021878,all,2
Sce_HN_01077,Sce,0,near_tss,CVG021879,all,0
Sce_HN_01078,Sce,0,near_tss,CVG021431,all,2
Sce_HN_01079,Sce,0,near_tss,CVG021880,all,2
Sce_HN_01080,Sce,0,near_tss,CVG020895,all,3
Sce_HN_01081,Sce,0,near_tss,CVG021407,all,0
Sce_HN_01082,Sce,0,near_tss,CVG021881,all,1
Sce_HN_01083,Sce,0,near_tss,CVG021882,all,2
Sce_HN_01084,Sce,0,near_tss,CVG021882,all,2
Sce_HN_01085,Sce,0,near_tss,CVG021883,all,3
Sce_HN_01086,Sce,0,near_tss,CVG021884,all,1
Sce_HN_01087,Sce,0,near_tss,CVG021885,all,3
Sce_HN_01088,Sce,0,near_tss,CVG021886,all,4
Sce_HN_01089,Sce,0,near_tss,CVG021887,all,4
Sce_HN_01090,Sce,0,near_tss,CVG021888,all,1
Sce_HN_01091,Sce,0,near_tss,CVG021889,all,2
Sce_HN_01092,Sce,0,near_tss,CVG021890,all,4
Sce_HN_01093,Sce,0,near_tss,CVG021335,all,0
Sce_HN_01094,Sce,0,near_tss,CVG021891,all,0
Sce_HN_01095,Sce,0,near_tss,CVG021892,all,2
Sce_HN_01096,Sce,0,near_tss,CVG020810,all,0
Sce_HN_01097,Sce,0,near_tss,CVG021893,all,1
Sce_HN_01098,Sce,0,near_tss,CVG021894,all,1
Sce_HN_01099,Sce,0,near_tss,CVG021388,all,2
Sce_HN_01100,Sce,0,near_tss,CVG021895,all,2
Sce_HN_01101,Sce,0,near_tss,CVG021896,all,0
Sce_HN_01102,Sce,0,near_tss,CVG021897,all,3
Sce_HN_01103,Sce,0,near_tss,CVG021898,all,3
Sce_HN_01104,Sce,0,near_tss,CVG021278,all,3
Sce_HN_01105,Sce,0,near_tss,CVG021899,all,4
Sce_HN_01106,Sce,0,near_tss,CVG021387,all,1
Sce_HN_01107,Sce,0,near_tss,CVG021387,all,1
Sce_HN_01108,Sce,0,near_tss,CVG021900,all,2
Sce_HN_01109,Sce,0,near_tss,CVG021735,all,3
Sce_HN_01110,Sce,0,near_tss,CVG021901,all,4
Sce_HN_01111,Sce,0,near_tss,CVG020834,all,2
Sce_HN_01112,Sce,0,near_tss,CVG021677,all,2
Sce_HN_01113,Sce,0,near_tss,CVG021902,all,2
Sce_HN_01114,Sce,0,near_tss,CVG021903,all,0
Sce_HN_01115,Sce,0,near_tss,CVG021904,all,1
Sce_HN_01116,Sce,0,near_tss,CVG021905,all,0
Sce_HN_01117,Sce,0,near_tss,CVG021906,all,2
Sce_HN_01118,Sce,0,near_tss,CVG021907,all,3
Sce_HN_01119,Sce,0,near_tss,CVG021908,all,3
Sce_HN_01120,Sce,0,near_tss,CVG021909,all,3
Sce_HN_01121,Sce,0,near_tss,CVG020726,all,3
Sce_HN_01122,Sce,0,near_tss,CVG021910,all,2
Sce_HN_01123,Sce,0,near_tss,CVG021911,all,4
Sce_HN_01124,Sce,0,near_tss,CVG021912,all,0
Sce_HN_01125,Sce,0,near_tss,CVG021913,all,3
Sce_HS_00001,Sce,0,shuffle,CVG021914,all,1
Sce_HS_00002,Sce,0,shuffle,CVG021166,all,3
Sce_HS_00003,Sce,0,shuffle,CVG021004,all,0
Sce_HS_00004,Sce,0,shuffle,CVG021915,all,4
Sce_HS_00005,Sce,0,shuffle,CVG021916,all,2
Sce_HS_00006,Sce,0,shuffle,CVG021917,all,3
Sce_HS_00007,Sce,0,shuffle,CVG021918,all,0
Sce_HS_00008,Sce,0,shuffle,CVG021919,all,3
Sce_HS_00009,Sce,0,shuffle,CVG021920,all,1
Sce_HS_00010,Sce,0,shuffle,CVG021921,all,4
Sce_HS_00011,Sce,0,shuffle,CVG021076,all,2
Sce_HS_00012,Sce,0,shuffle,CVG021497,all,3
Sce_HS_00013,Sce,0,shuffle,CVG021922,all,4
Sce_HS_00014,Sce,0,shuffle,CVG021923,all,2
Sce_HS_00015,Sce,0,shuffle,CVG021924,all,1
Sce_HS_00016,Sce,0,shuffle,CVG021925,all,1
Sce_HS_00017,Sce,0,shuffle,CVG021926,all,0
Sce_HS_00018,Sce,0,shuffle,CVG021156,all,3
Sce_HS_00019,Sce,0,shuffle,CVG021927,all,4
Sce_HS_00020,Sce,0,shuffle,CVG021928,all,4
Sce_HS_00021,Sce,0,shuffle,CVG021929,all,3
Sce_HS_00022,Sce,0,shuffle,CVG021930,all,0
Sce_HS_00023,Sce,0,shuffle,CVG021221,all,2
Sce_HS_00024,Sce,0,shuffle,CVG021931,all,4
Sce_HS_00025,Sce,0,shuffle,CVG021932,all,2
Sce_HS_00026,Sce,0,shuffle,CVG021933,all,3
Sce_HS_00027,Sce,0,shuffle,CVG021934,all,1
Sce_HS_00028,Sce,0,shuffle,CVG021935,all,0
Sce_HS_00029,Sce,0,shuffle,CVG021069,all,3
Sce_HS_00030,Sce,0,shuffle,CVG021936,all,1
Sce_HS_00031,Sce,0,shuffle,CVG021937,all,2
Sce_HS_00032,Sce,0,shuffle,CVG021678,all,2
Sce_HS_00033,Sce,0,shuffle,CVG021938,all,0
Sce_HS_00034,Sce,0,shuffle,CVG021340,all,2
Sce_HS_00035,Sce,0,shuffle,CVG021939,all,2
Sce_HS_00036,Sce,0,shuffle,CVG021940,all,1
Sce_HS_00037,Sce,0,shuffle,CVG021941,all,0
Sce_HS_00038,Sce,0,shuffle,CVG021942,all,3
Sce_HS_00039,Sce,0,shuffle,CVG021943,all,0
Sce_HS_00040,Sce,0,shuffle,CVG021944,all,4
Sce_HS_00041,Sce,0,shuffle,CVG021211,all,1
Sce_HS_00042,Sce,0,shuffle,CVG020723,all,4
Sce_HS_00043,Sce,0,shuffle,CVG021893,all,1
Sce_HS_00044,Sce,0,shuffle,CVG021945,all,2
Sce_HS_00045,Sce,0,shuffle,CVG021103,all,4
Sce_HS_00046,Sce,0,shuffle,CVG021946,all,4
Sce_HS_00047,Sce,0,shuffle,CVG021947,all,2
Sce_HS_00048,Sce,0,shuffle,CVG021948,all,2
Sce_HS_00049,Sce,0,shuffle,CVG021290,all,1
Sce_HS_00050,Sce,0,shuffle,CVG021949,all,3
Sce_HS_00051,Sce,0,shuffle,CVG021950,all,0
Sce_HS_00052,Sce,0,shuffle,CVG020973,all,3
Sce_HS_00053,Sce,0,shuffle,CVG021951,all,4
Sce_HS_00054,Sce,0,shuffle,CVG021952,all,1
Sce_HS_00055,Sce,0,shuffle,CVG021953,all,3
Sce_HS_00056,Sce,0,shuffle,CVG021954,all,4
Sce_HS_00057,Sce,0,shuffle,CVG021582,all,2
Sce_HS_00058,Sce,0,shuffle,CVG021955,all,3
Sce_HS_00059,Sce,0,shuffle,CVG021003,all,4
Sce_HS_00060,Sce,0,shuffle,CVG021956,all,1
Sce_HS_00061,Sce,0,shuffle,CVG021957,all,1
Sce_HS_00062,Sce,0,shuffle,CVG021958,all,0
Sce_HS_00063,Sce,0,shuffle,CVG021504,all,3
Sce_HS_00064,Sce,0,shuffle,CVG021959,all,0
Sce_HS_00065,Sce,0,shuffle,CVG021960,all,3
Sce_HS_00066,Sce,0,shuffle,CVG021197,all,3
Sce_HS_00067,Sce,0,shuffle,CVG020798,all,2
Sce_HS_00068,Sce,0,shuffle,CVG021628,all,2
Sce_HS_00069,Sce,0,shuffle,CVG020932,all,3
Sce_HS_00070,Sce,0,shuffle,CVG021961,all,1
Sce_HS_00071,Sce,0,shuffle,CVG021962,all,2
Sce_HS_00072,Sce,0,shuffle,CVG021963,all,1
Sce_HS_00073,Sce,0,shuffle,CVG021546,all,3
Sce_HS_00074,Sce,0,shuffle,CVG021964,all,4
Sce_HS_00075,Sce,0,shuffle,CVG021965,all,0
Sce_HS_00076,Sce,0,shuffle,CVG021227,all,3
Sce_HS_00077,Sce,0,shuffle,CVG020920,all,1
Sce_HS_00078,Sce,0,shuffle,CVG021966,all,2
Sce_HS_00079,Sce,0,shuffle,CVG021967,all,1
Sce_HS_00080,Sce,0,shuffle,CVG021968,all,0
Sce_HS_00081,Sce,0,shuffle,CVG021969,all,1
Sce_HS_00082,Sce,0,shuffle,CVG021970,all,3
Sce_HS_00083,Sce,0,shuffle,CVG021971,all,2
Sce_HS_00084,Sce,0,shuffle,CVG021972,all,4
Sce_HS_00085,Sce,0,shuffle,CVG021973,all,2
Sce_HS_00086,Sce,0,shuffle,CVG021974,all,1
Sce_HS_00087,Sce,0,shuffle,CVG021975,all,3
Sce_HS_00088,Sce,0,shuffle,CVG021976,all,4
Sce_HS_00089,Sce,0,shuffle,CVG021977,all,1
Sce_HS_00090,Sce,0,shuffle,CVG021978,all,0
Sce_HS_00091,Sce,0,shuffle,CVG021889,all,2
Sce_HS_00092,Sce,0,shuffle,CVG021979,all,2
Sce_HS_00093,Sce,0,shuffle,CVG021980,all,3
Sce_HS_00094,Sce,0,shuffle,CVG021981,all,4
Sce_HS_00095,Sce,0,shuffle,CVG021135,all,4
Sce_HS_00096,Sce,0,shuffle,CVG021982,all,1
Sce_HS_00097,Sce,0,shuffle,CVG021983,all,4
Sce_HS_00098,Sce,0,shuffle,CVG021984,all,0
Sce_HS_00099,Sce,0,shuffle,CVG021985,all,1
Sce_HS_00100,Sce,0,shuffle,CVG021986,all,2
Sce_HS_00101,Sce,0,shuffle,CVG021987,all,3
Sce_HS_00102,Sce,0,shuffle,CVG021164,all,2
Sce_HS_00103,Sce,0,shuffle,CVG021988,all,4
Sce_HS_00104,Sce,0,shuffle,CVG021180,all,3
Sce_HS_00105,Sce,0,shuffle,CVG021376,all,2
Sce_HS_00106,Sce,0,shuffle,CVG021989,all,0
Sce_HS_00107,Sce,0,shuffle,CVG021990,all,3
Sce_HS_00108,Sce,0,shuffle,CVG021991,all,1
Sce_HS_00109,Sce,0,shuffle,CVG021992,all,4
Sce_HS_00110,Sce,0,shuffle,CVG021993,all,1
Sce_HS_00111,Sce,0,shuffle,CVG021863,all,0
Sce_HS_00112,Sce,0,shuffle,CVG021144,all,2
Sce_HS_00113,Sce,0,shuffle,CVG021994,all,0
Sce_HS_00114,Sce,0,shuffle,CVG021995,all,2
Sce_HS_00115,Sce,0,shuffle,CVG021996,all,2
Sce_HS_00116,Sce,0,shuffle,CVG021997,all,3
Sce_HS_00117,Sce,0,shuffle,CVG021121,all,0
Sce_HS_00118,Sce,0,shuffle,CVG021998,all,3
Sce_HS_00119,Sce,0,shuffle,CVG021999,all,0
Sce_HS_00120,Sce,0,shuffle,CVG022000,all,2
Sce_HS_00121,Sce,0,shuffle,CVG022001,all,2
Sce_HS_00122,Sce,0,shuffle,CVG022002,all,4
Sce_HS_00123,Sce,0,shuffle,CVG021354,all,1
Sce_HS_00124,Sce,0,shuffle,CVG022003,all,3
Sce_HS_00125,Sce,0,shuffle,CVG021890,all,4
Sce_HS_00126,Sce,0,shuffle,CVG022004,all,3
Sce_HS_00127,Sce,0,shuffle,CVG022005,all,0
Sce_HS_00128,Sce,0,shuffle,CVG022006,all,1
Sce_HS_00129,Sce,0,shuffle,CVG022007,all,0
Sce_HS_00130,Sce,0,shuffle,CVG022008,all,4
Sce_HS_00131,Sce,0,shuffle,CVG022009,all,1
Sce_HS_00132,Sce,0,shuffle,CVG022010,all,0
Sce_HS_00133,Sce,0,shuffle,CVG022011,all,1
Sce_HS_00134,Sce,0,shuffle,CVG022012,all,3
Sce_HS_00135,Sce,0,shuffle,CVG021367,all,3
Sce_HS_00136,Sce,0,shuffle,CVG022013,all,0
Sce_HS_00137,Sce,0,shuffle,CVG022014,all,4
Sce_HS_00138,Sce,0,shuffle,CVG022015,all,4
Sce_HS_00139,Sce,0,shuffle,CVG022016,all,2
Sce_HS_00140,Sce,0,shuffle,CVG021016,all,0
Sce_HS_00141,Sce,0,shuffle,CVG021116,all,1
Sce_HS_00142,Sce,0,shuffle,CVG021093,all,2
Sce_HS_00143,Sce,0,shuffle,CVG021097,all,1
Sce_HS_00144,Sce,0,shuffle,CVG022017,all,1
Sce_HS_00145,Sce,0,shuffle,CVG022018,all,0
Sce_HS_00146,Sce,0,shuffle,CVG021493,all,0
Sce_HS_00147,Sce,0,shuffle,CVG022019,all,3
Sce_HS_00148,Sce,0,shuffle,CVG022020,all,2
Sce_HS_00149,Sce,0,shuffle,CVG022021,all,2
Sce_HS_00150,Sce,0,shuffle,CVG021380,all,3
Sce_HS_00151,Sce,0,shuffle,CVG022022,all,3
Sce_HS_00152,Sce,0,shuffle,CVG022023,all,0
Sce_HS_00153,Sce,0,shuffle,CVG021074,all,1
Sce_HS_00154,Sce,0,shuffle,CVG022024,all,4
Sce_HS_00155,Sce,0,shuffle,CVG022025,all,0
Sce_HS_00156,Sce,0,shuffle,CVG020789,all,3
Sce_HS_00157,Sce,0,shuffle,CVG021385,all,4
Sce_HS_00158,Sce,0,shuffle,CVG021455,all,0
Sce_HS_00159,Sce,0,shuffle,CVG022026,all,1
Sce_HS_00160,Sce,0,shuffle,CVG022027,all,2
Sce_HS_00161,Sce,0,shuffle,CVG022028,all,4
Sce_HS_00162,Sce,0,shuffle,CVG020941,all,2
Sce_HS_00163,Sce,0,shuffle,CVG021292,all,1
Sce_HS_00164,Sce,0,shuffle,CVG020785,all,2
Sce_HS_00165,Sce,0,shuffle,CVG022029,all,3
Sce_HS_00166,Sce,0,shuffle,CVG022030,all,0
Sce_HS_00167,Sce,0,shuffle,CVG021710,all,4
Sce_HS_00168,Sce,0,shuffle,CVG022031,all,4
Sce_HS_00169,Sce,0,shuffle,CVG022032,all,3
Sce_HS_00170,Sce,0,shuffle,CVG022033,all,1
Sce_HS_00171,Sce,0,shuffle,CVG021432,all,1
Sce_HS_00172,Sce,0,shuffle,CVG022034,all,4
Sce_HS_00173,Sce,0,shuffle,CVG022035,all,0
Sce_HS_00174,Sce,0,shuffle,CVG022036,all,2
Sce_HS_00175,Sce,0,shuffle,CVG022037,all,2
Sce_HS_00176,Sce,0,shuffle,CVG022038,all,0
Sce_HS_00177,Sce,0,shuffle,CVG021122,all,2
Sce_HS_00178,Sce,0,shuffle,CVG022039,all,1
Sce_HS_00179,Sce,0,shuffle,CVG022040,all,3
Sce_HS_00180,Sce,0,shuffle,CVG022041,all,2
Sce_HS_00181,Sce,0,shuffle,CVG022042,all,3
Sce_HS_00182,Sce,0,shuffle,CVG022043,all,4
Sce_HS_00183,Sce,0,shuffle,CVG021561,all,0
Sce_HS_00184,Sce,0,shuffle,CVG021457,all,0
Sce_HS_00185,Sce,0,shuffle,CVG021761,all,0
Sce_HS_00186,Sce,0,shuffle,CVG022044,all,1
Sce_HS_00187,Sce,0,shuffle,CVG021003,all,4
Sce_HS_00188,Sce,0,shuffle,CVG022045,all,0
Sce_HS_00189,Sce,0,shuffle,CVG022046,all,1
Sce_HS_00190,Sce,0,shuffle,CVG022047,all,2
Sce_HS_00191,Sce,0,shuffle,CVG022048,all,1
Sce_HS_00192,Sce,0,shuffle,CVG021782,all,1
Sce_HS_00193,Sce,0,shuffle,CVG022049,all,2
Sce_HS_00194,Sce,0,shuffle,CVG022050,all,3
Sce_HS_00195,Sce,0,shuffle,CVG022051,all,4
Sce_HS_00196,Sce,0,shuffle,CVG022052,all,1
Sce_HS_00197,Sce,0,shuffle,CVG021456,all,1
Sce_HS_00198,Sce,0,shuffle,CVG022053,all,0
Sce_HS_00199,Sce,0,shuffle,CVG022054,all,1
Sce_HS_00200,Sce,0,shuffle,CVG020828,all,4
Sce_HS_00201,Sce,0,shuffle,CVG021345,all,0
Sce_HS_00202,Sce,0,shuffle,CVG022046,all,1
Sce_HS_00203,Sce,0,shuffle,CVG022055,all,2
Sce_HS_00204,Sce,0,shuffle,CVG021118,all,0
Sce_HS_00205,Sce,0,shuffle,CVG022056,all,3
Sce_HS_00206,Sce,0,shuffle,CVG022057,all,4
Sce_HS_00207,Sce,0,shuffle,CVG020753,all,2
Sce_HS_00208,Sce,0,shuffle,CVG022058,all,3
Sce_HS_00209,Sce,0,shuffle,CVG022059,all,4
Sce_HS_00210,Sce,0,shuffle,CVG022060,all,3
Sce_HS_00211,Sce,0,shuffle,CVG021598,all,2
Sce_HS_00212,Sce,0,shuffle,CVG022061,all,0
Sce_HS_00213,Sce,0,shuffle,CVG022062,all,0
Sce_HS_00214,Sce,0,shuffle,CVG021533,all,0
Sce_HS_00215,Sce,0,shuffle,CVG020773,all,1
Sce_HS_00216,Sce,0,shuffle,CVG022063,all,2
Sce_HS_00217,Sce,0,shuffle,CVG022064,all,4
Sce_HS_00218,Sce,0,shuffle,CVG020693,all,0
Sce_HS_00219,Sce,0,shuffle,CVG022065,all,0
Sce_HS_00220,Sce,0,shuffle,CVG022066,all,0
Sce_HS_00221,Sce,0,shuffle,CVG022067,all,3
Sce_HS_00222,Sce,0,shuffle,CVG022068,all,4
Sce_HS_00223,Sce,0,shuffle,CVG020674,all,3
Sce_HS_00224,Sce,0,shuffle,CVG021738,all,1
Sce_HS_00225,Sce,0,shuffle,CVG022069,all,1
Sce_HS_00226,Sce,0,shuffle,CVG022070,all,4
Sce_HS_00227,Sce,0,shuffle,CVG022071,all,2
Sce_HS_00228,Sce,0,shuffle,CVG022072,all,1
Sce_HS_00229,Sce,0,shuffle,CVG022073,all,3
Sce_HS_00230,Sce,0,shuffle,CVG022074,all,2
Sce_HS_00231,Sce,0,shuffle,CVG020844,all,2
Sce_HS_00232,Sce,0,shuffle,CVG022075,all,4
Sce_HS_00233,Sce,0,shuffle,CVG022076,all,0
Sce_HS_00234,Sce,0,shuffle,CVG022077,all,3
Sce_HS_00235,Sce,0,shuffle,CVG022078,all,1
Sce_HS_00236,Sce,0,shuffle,CVG022079,all,2
Sce_HS_00237,Sce,0,shuffle,CVG022080,all,2
Sce_HS_00238,Sce,0,shuffle,CVG022081,all,0
Sce_HS_00239,Sce,0,shuffle,CVG022082,all,1
Sce_HS_00240,Sce,0,shuffle,CVG022083,all,4
Sce_HS_00241,Sce,0,shuffle,CVG021096,all,0
Sce_HS_00242,Sce,0,shuffle,CVG021202,all,2
Sce_HS_00243,Sce,0,shuffle,CVG022084,all,1
Sce_HS_00244,Sce,0,shuffle,CVG022085,all,2
Sce_HS_00245,Sce,0,shuffle,CVG020783,all,3
Sce_HS_00246,Sce,0,shuffle,CVG020731,all,0
Sce_HS_00247,Sce,0,shuffle,CVG021647,all,4
Sce_HS_00248,Sce,0,shuffle,CVG022086,all,0
Sce_HS_00249,Sce,0,shuffle,CVG021888,all,1
Sce_HS_00250,Sce,0,shuffle,CVG022087,all,4
Sce_HS_00251,Sce,0,shuffle,CVG022088,all,1
Sce_HS_00252,Sce,0,shuffle,CVG021187,all,3
Sce_HS_00253,Sce,0,shuffle,CVG022089,all,2
Sce_HS_00254,Sce,0,shuffle,CVG022090,all,3
Sce_HS_00255,Sce,0,shuffle,CVG022091,all,4
Sce_HS_00256,Sce,0,shuffle,CVG022092,all,3
Sce_HS_00257,Sce,0,shuffle,CVG021680,all,3
Sce_HS_00258,Sce,0,shuffle,CVG022093,all,0
Sce_HS_00259,Sce,0,shuffle,CVG022094,all,1
Sce_HS_00260,Sce,0,shuffle,CVG022095,all,4
Sce_HS_00261,Sce,0,shuffle,CVG022096,all,0
Sce_HS_00262,Sce,0,shuffle,CVG022097,all,4
Sce_HS_00263,Sce,0,shuffle,CVG022098,all,0
Sce_HS_00264,Sce,0,shuffle,CVG022099,all,2
Sce_HS_00265,Sce,0,shuffle,CVG022100,all,1
Sce_HS_00266,Sce,0,shuffle,CVG022101,all,0
Sce_HS_00267,Sce,0,shuffle,CVG022102,all,2
Sce_HS_00268,Sce,0,shuffle,CVG022103,all,3
Sce_HS_00269,Sce,0,shuffle,CVG022104,all,3
Sce_HS_00270,Sce,0,shuffle,CVG022105,all,1
Sce_HS_00271,Sce,0,shuffle,CVG022106,all,1
Sce_HS_00272,Sce,0,shuffle,CVG022107,all,0
Sce_HS_00273,Sce,0,shuffle,CVG021811,all,0
Sce_HS_00274,Sce,0,shuffle,CVG022108,all,4
Sce_HS_00275,Sce,0,shuffle,CVG022109,all,4
Sce_HS_00276,Sce,0,shuffle,CVG022110,all,4
Sce_HS_00277,Sce,0,shuffle,CVG020948,all,4
Sce_HS_00278,Sce,0,shuffle,CVG022111,all,3
Sce_HS_00279,Sce,0,shuffle,CVG021451,all,4
Sce_HS_00280,Sce,0,shuffle,CVG022112,all,3
Sce_HS_00281,Sce,0,shuffle,CVG020969,all,4
Sce_HS_00282,Sce,0,shuffle,CVG020969,all,4
Sce_HS_00283,Sce,0,shuffle,CVG020969,all,4
Sce_HS_00284,Sce,0,shuffle,CVG022113,all,1
Sce_HS_00285,Sce,0,shuffle,CVG022114,all,2
Sce_HS_00286,Sce,0,shuffle,CVG022115,all,0
Sce_HS_00287,Sce,0,shuffle,CVG022116,all,0
Sce_HS_00288,Sce,0,shuffle,CVG022117,all,3
Sce_HS_00289,Sce,0,shuffle,CVG022118,all,1
Sce_HS_00290,Sce,0,shuffle,CVG021482,all,0
Sce_HS_00291,Sce,0,shuffle,CVG022119,all,0
Sce_HS_00292,Sce,0,shuffle,CVG022120,all,4
Sce_HS_00293,Sce,0,shuffle,CVG022121,all,0
Sce_HS_00294,Sce,0,shuffle,CVG022122,all,2
Sce_HS_00295,Sce,0,shuffle,CVG022123,all,4
Sce_HS_00296,Sce,0,shuffle,CVG022124,all,2
Sce_HS_00297,Sce,0,shuffle,CVG021503,all,4
Sce_HS_00298,Sce,0,shuffle,CVG022125,all,1
Sce_HS_00299,Sce,0,shuffle,CVG022126,all,4
Sce_HS_00300,Sce,0,shuffle,CVG022127,all,4
Sce_HS_00301,Sce,0,shuffle,CVG022128,all,3
Sce_HS_00302,Sce,0,shuffle,CVG020698,all,3
Sce_HS_00303,Sce,0,shuffle,CVG021124,all,1
Sce_HS_00304,Sce,0,shuffle,CVG022129,all,0
Sce_HS_00305,Sce,0,shuffle,CVG021744,all,0
Sce_HS_00306,Sce,0,shuffle,CVG022130,all,4
Sce_HS_00307,Sce,0,shuffle,CVG022131,all,3
Sce_HS_00308,Sce,0,shuffle,CVG021514,all,1
Sce_HS_00309,Sce,0,shuffle,CVG022132,all,1
Sce_HS_00310,Sce,0,shuffle,CVG020994,all,2
Sce_HS_00311,Sce,0,shuffle,CVG022133,all,2
Sce_HS_00312,Sce,0,shuffle,CVG020936,all,2
Sce_HS_00313,Sce,0,shuffle,CVG022134,all,0
Sce_HS_00314,Sce,0,shuffle,CVG022135,all,1
Sce_HS_00315,Sce,0,shuffle,CVG022136,all,4
Sce_HS_00316,Sce,0,shuffle,CVG021238,all,0
Sce_HS_00317,Sce,0,shuffle,CVG022137,all,2
Sce_HS_00318,Sce,0,shuffle,CVG020849,all,1
Sce_HS_00319,Sce,0,shuffle,CVG022138,all,2
Sce_HS_00320,Sce,0,shuffle,CVG022139,all,3
Sce_HS_00321,Sce,0,shuffle,CVG022140,all,0
Sce_HS_00322,Sce,0,shuffle,CVG022141,all,3
Sce_HS_00323,Sce,0,shuffle,CVG021173,all,1
Sce_HS_00324,Sce,0,shuffle,CVG022142,all,1
Sce_HS_00325,Sce,0,shuffle,CVG022143,all,1
Sce_HS_00326,Sce,0,shuffle,CVG021573,all,4
Sce_HS_00327,Sce,0,shuffle,CVG022144,all,2
Sce_HS_00328,Sce,0,shuffle,CVG022145,all,3
Sce_HS_00329,Sce,0,shuffle,CVG022146,all,4
Sce_HS_00330,Sce,0,shuffle,CVG022147,all,0
Sce_HS_00331,Sce,0,shuffle,CVG022148,all,1
Sce_HS_00332,Sce,0,shuffle,CVG021401,all,4
Sce_HS_00333,Sce,0,shuffle,CVG022149,all,3
Sce_HS_00334,Sce,0,shuffle,CVG022150,all,1
Sce_HS_00335,Sce,0,shuffle,CVG021222,all,4
Sce_HS_00336,Sce,0,shuffle,CVG022151,all,2
Sce_HS_00337,Sce,0,shuffle,CVG022152,all,4
Sce_HS_00338,Sce,0,shuffle,CVG022153,all,0
Sce_HS_00339,Sce,0,shuffle,CVG022154,all,2
Sce_HS_00340,Sce,0,shuffle,CVG022155,all,4
Sce_HS_00341,Sce,0,shuffle,CVG021750,all,4
Sce_HS_00342,Sce,0,shuffle,CVG022156,all,4
Sce_HS_00343,Sce,0,shuffle,CVG022157,all,1
Sce_HS_00344,Sce,0,shuffle,CVG022158,all,3
Sce_HS_00345,Sce,0,shuffle,CVG022159,all,4
Sce_HS_00346,Sce,0,shuffle,CVG022160,all,3
Sce_HS_00347,Sce,0,shuffle,CVG022161,all,1
Sce_HS_00348,Sce,0,shuffle,CVG021735,all,3
Sce_HS_00349,Sce,0,shuffle,CVG020712,all,1
Sce_HS_00350,Sce,0,shuffle,CVG022162,all,0
Sce_HS_00351,Sce,0,shuffle,CVG022163,all,3
